Transaction Date,Transaction Number,Product Type,Product Scent,Product Size,Cash or Card,Loyalty Number,Customer Name,Loyalty Tier,Loyalty Discount,Quantity,Sales Before Discount,Sales After Discount,Profit
2023-08-23,230823052,Bar,Rose Garden,1x,Card,1005929,Dyanne Mcgivena,,,4.0,9.8,,
2023-08-23,230823052,Liquid,Coconut Dream,0.25L,Card,1005929,Dyanne Mcgivena,,,1.0,2.38,,
2023-08-23,230823053,Bar,Rose Garden,1x,Card,1001569,Donny Suffe,Bronze,0.05,2.9999999999999996,7.35,6.982499999999999,2.33
2023-08-23,230823053,Bar,Citrus Breeze,4x,Card,1001569,Donny Suffe,Bronze,0.05,2.0,8.12,7.713999999999999,2.31
2023-08-23,230823053,Liquid,Ocean Mist,1L,Card,1001569,Donny Suffe,Bronze,0.05,2.0,9.18,8.721,2.46
2023-08-23,230823054,Bar,Ocean Mist,1x,Cash,1005445,Rafi Haller,Bronze,0.05,4.0,4.8,4.56,1.92
2023-08-23,230823055,Bar,Vanilla Bean,4x,Cash,1002456,Edita Itzik,Silver,0.1,5.000000000000001,88.7,79.83,34.83
2023-08-23,230823055,Liquid,Rose Garden,0.25L,Cash,1002456,Edita Itzik,Silver,0.1,3.0000000000000004,5.7,5.13,-0.45
2023-08-23,230823056,Bar,Ocean Mist,4x,Cash,1008477,Christopher Basler,Bronze,0.05,2.0,9.3,8.835,4.08
2023-08-23,230823057,Bar,Coconut Dream,2x,Cash,1008460,Kurtis Everiss,Silver,0.1,1.0,4.32,3.8880000000000003,1.15
2023-08-23,230823057,Liquid,Cedarwood Forest,0.25L,Cash,1008460,Kurtis Everiss,Silver,0.1,1.0,1.56,1.4040000000000001,0.07
2023-08-24,240823001,Bar,Rose Garden,1x,Card,1002363,Ann Klais,Bronze,0.05,2.0,4.9,4.655,1.56
2023-08-24,240823001,Bar,Cedarwood Forest,2x,Card,1002363,Ann Klais,Bronze,0.05,4.0,12.2,11.589999999999998,3.15
2023-08-24,240823001,Liquid,Citrus Breeze,0.5L,Card,1002363,Ann Klais,Bronze,0.05,3.0,7.44,7.068,1.7
2023-08-24,240823002,Liquid,Ocean Mist,0.5L,Cash,1003521,Gearard Pellett,,,3.0,8.73,,
2023-08-24,240823003,Bar,Eucalyptus Mint,1x,Card,1007843,Virgilio Passion,Silver,0.1,2.0,6.98,6.282000000000001,2.5
2023-08-24,240823003,Liquid,Sandalwood Spice,1L,Card,1007843,Virgilio Passion,Silver,0.1,1.0,13.19,11.871,2.2
2023-08-24,240823004,Liquid,Lavender Fields,0.25L,Card,1008951,Hilliard Tinghill,Bronze,0.05,4.0,9.2,8.739999999999998,2.74
2023-08-24,240823004,Liquid,Vanilla Bean,0.25L,Card,1008951,Hilliard Tinghill,Bronze,0.05,3.0,13.83,13.138499999999999,4.14
2023-08-24,240823004,Liquid,Eucalyptus Mint,0.5L,Card,1008951,Hilliard Tinghill,Bronze,0.05,4.999999999999999,44.4,42.18,19.63
2023-08-24,240823005,Bar,Cedarwood Forest,1x,Cash,1003610,Horatius Dominey,Gold,0.15,1.0,2.18,1.853,0.74
2023-08-24,240823005,Liquid,Cedarwood Forest,0.25L,Cash,1003610,Horatius Dominey,Gold,0.15,4.0,6.24,5.304,-0.02
2023-08-24,240823005,Liquid,Eucalyptus Mint,0.5L,Cash,1003610,Horatius Dominey,Gold,0.15,2.0,17.76,15.096,6.08
2023-08-24,240823006,Bar,Citrus Breeze,1x,Card,,,,,3.0,2.43,,
2023-08-24,240823006,Bar,Eucalyptus Mint,1x,Card,,,,,2.0,6.98,,
2023-08-24,240823006,Bar,Sandalwood Spice,2x,Card,,,,,1.0,7.57,,
2023-08-24,240823007,Liquid,Sandalwood Spice,1L,Card,,,,,1.0,13.19,,
2023-08-24,240823008,Bar,Vanilla Bean,1x,Cash,1007665,Tiff Smickle,Bronze,0.05,1.0,3.64,3.4579999999999997,0.96
2023-08-24,240823008,Liquid,Lavender Fields,0.25L,Cash,1007665,Tiff Smickle,Bronze,0.05,2.0,4.6,4.369999999999999,1.37
2023-08-24,240823008,Liquid,Fresh Rain,1L,Cash,1007665,Tiff Smickle,Bronze,0.05,1.0,8.15,7.7425,3.28
2023-08-24,240823009,Bar,Sandalwood Spice,2x,Card,1006819,Wilone Orpin,Silver,0.1,1.0,7.57,6.813000000000001,2.93
2023-08-24,240823009,Liquid,Citrus Breeze,0.25L,Card,1006819,Wilone Orpin,Silver,0.1,4.0,5.84,5.256,1.66
2023-08-24,240823009,Liquid,Vanilla Bean,0.5L,Card,1006819,Wilone Orpin,Silver,0.1,5.0,36.75,33.075,3.23
2023-08-24,240823010,Bar,Ocean Mist,2x,Card,,,,,3.0,6.12,,
2023-08-24,240823010,Bar,Eucalyptus Mint,4x,Card,,,,,4.0,33.2,,
2023-08-24,240823010,Liquid,Coconut Dream,0.25L,Card,,,,,1.0,2.38,,
2023-08-24,240823011,Liquid,Coconut Dream,0.5L,Card,,,,,2.0,8.24,,
2023-08-24,240823011,Liquid,Vanilla Bean,1L,Card,,,,,5.0,62.5,,
2023-08-24,240823012,Bar,Sandalwood Spice,1x,Cash,1008923,Lina Dyott,Bronze,0.05,2.0,7.5,7.125,3.05
2023-08-24,240823012,Liquid,Citrus Breeze,0.5L,Cash,1008923,Lina Dyott,Bronze,0.05,1.0,2.48,2.356,0.57
2023-08-24,240823013,Bar,Coconut Dream,1x,Cash,1007209,Kaela Treneer,Silver,0.1,1.0,2.74,2.466,1.03
2023-08-24,240823013,Liquid,Vanilla Bean,1L,Cash,1007209,Kaela Treneer,Silver,0.1,5.0,62.5,56.25,-3.0
2023-08-24,240823014,Bar,Sandalwood Spice,2x,Card,,,,,1.0,7.57,,
2023-08-24,240823014,Bar,Lavender Fields,4x,Card,,,,,3.0000000000000004,15.3,,
2023-08-24,240823015,Bar,Ocean Mist,1x,Cash,1008420,Mildred Caught,Gold,0.15,3.0,3.6,3.06,1.08
2023-08-24,240823015,Bar,Eucalyptus Mint,4x,Cash,1008420,Mildred Caught,Gold,0.15,4.0,33.2,28.220000000000002,1.02
2023-08-24,240823015,Liquid,Ocean Mist,1L,Cash,1008420,Mildred Caught,Gold,0.15,1.0,4.59,3.9015,0.77
2023-08-24,240823016,Bar,Vanilla Bean,1x,Card,1006766,Felipa Perfitt,Silver,0.1,3.0,10.92,9.828,2.33
2023-08-24,240823016,Bar,Ocean Mist,4x,Card,1006766,Felipa Perfitt,Silver,0.1,2.9999999999999996,13.95,12.555,5.42
2023-08-24,240823016,Liquid,Sandalwood Spice,0.5L,Card,1006766,Felipa Perfitt,Silver,0.1,4.999999999999999,47.8,43.019999999999996,18.67
2023-08-24,240823017,Bar,Coconut Dream,4x,Cash,1004527,Shurlock Wadwell,Silver,0.1,2.0,19.26,17.334000000000003,6.97
2023-08-24,240823017,Liquid,Citrus Breeze,0.25L,Cash,1004527,Shurlock Wadwell,Silver,0.1,4.0,5.84,5.256,1.66
2023-08-24,240823018,Bar,Eucalyptus Mint,1x,Cash,,,,,1.0,3.49,,
2023-08-24,240823018,Bar,Rose Garden,2x,Cash,,,,,5.0,15.85,,
2023-08-24,240823019,Bar,Coconut Dream,2x,Card,1002948,Nicole Elvin,Silver,0.1,3.0,12.96,11.664000000000001,3.44
2023-08-24,240823019,Liquid,Cedarwood Forest,1L,Card,1002948,Nicole Elvin,Silver,0.1,2.0,13.52,12.168,1.65
2023-08-24,240823020,Bar,Rose Garden,1x,Card,1003838,Denny Pinching,Bronze,0.05,1.0,2.45,2.3275,0.78
2023-08-24,240823020,Liquid,Coconut Dream,0.5L,Card,1003838,Denny Pinching,Bronze,0.05,3.0,12.36,11.741999999999999,1.42
2023-08-24,240823021,Bar,Cedarwood Forest,2x,Cash,1000109,Helaina Raithbie,Silver,0.1,2.0,6.1,5.49,1.27
2023-08-24,240823021,Bar,Sandalwood Spice,4x,Cash,1000109,Helaina Raithbie,Silver,0.1,1.0,7.99,7.191000000000001,-0.15
2023-08-24,240823021,Liquid,Fresh Rain,1L,Cash,1000109,Helaina Raithbie,Silver,0.1,3.0,24.45,22.005,8.63
2023-08-24,240823022,Bar,Coconut Dream,1x,Card,,,,,3.0,8.22,,
2023-08-24,240823022,Liquid,Vanilla Bean,0.25L,Card,,,,,3.0,13.83,,
2023-08-24,240823022,Liquid,Vanilla Bean,1L,Card,,,,,1.0,12.5,,
2023-08-24,240823023,Liquid,Rose Garden,0.25L,Card,1007035,Arlyne Probetts,Silver,0.1,5.0,9.5,8.55,-0.75
2023-08-24,240823024,Liquid,Fresh Rain,0.25L,Card,1003324,Valenka Treece,Bronze,0.05,4.0,5.72,5.433999999999999,0.91
2023-08-24,240823025,Bar,Coconut Dream,4x,Card,1006220,Lottie Sargison,Bronze,0.05,4.999999999999999,48.15,45.7425,19.84
2023-08-24,240823025,Liquid,Eucalyptus Mint,0.25L,Card,1006220,Lottie Sargison,Bronze,0.05,5.0,22.5,21.375,10.03
2023-08-24,240823025,Liquid,Sandalwood Spice,0.5L,Card,1006220,Lottie Sargison,Bronze,0.05,3.0,28.68,27.246,12.64
2023-08-24,240823026,Bar,Citrus Breeze,4x,Cash,,,,,2.0,8.12,,
2023-08-24,240823026,Bar,Fresh Rain,4x,Cash,,,,,4.0,17.12,,
2023-08-24,240823027,Bar,Vanilla Bean,2x,Cash,1007611,Kalvin Wiltshire,Silver,0.1,4.0,27.44,24.696,5.7
2023-08-24,240823028,Bar,Cedarwood Forest,4x,Cash,,,,,5.0,26.5,,
2023-08-24,240823029,Bar,Lavender Fields,2x,Card,,,,,1.0,2.41,,
2023-08-24,240823029,Liquid,Rose Garden,0.25L,Card,,,,,2.0,3.8,,
2023-08-24,240823030,Bar,Rose Garden,2x,Cash,1003789,Rhodie O'Gormley,Silver,0.1,3.0,9.51,8.559,-0.29
2023-08-24,240823030,Liquid,Lavender Fields,1L,Cash,1003789,Rhodie O'Gormley,Silver,0.1,4.0,32.36,29.124,5.4
2023-08-24,240823031,Bar,Cedarwood Forest,2x,Cash,1003886,Idell Blore,Silver,0.1,3.0000000000000004,9.15,8.235000000000001,1.91
2023-08-24,240823031,Liquid,Rose Garden,0.25L,Cash,1003886,Idell Blore,Silver,0.1,2.0,3.8,3.42,-0.3
2023-08-24,240823032,Bar,Vanilla Bean,2x,Card,,,,,2.0,13.72,,
2023-08-24,240823032,Liquid,Fresh Rain,0.25L,Card,,,,,2.0,2.86,,
2023-08-24,240823032,Liquid,Rose Garden,0.25L,Card,,,,,1.0,1.9,,
2023-08-24,240823033,Bar,Sandalwood Spice,2x,Card,1003685,Shantee Westphal,Bronze,0.05,3.0,22.71,21.5745,9.93
2023-08-24,240823034,Bar,Ocean Mist,2x,Cash,,,,,3.0,6.12,,
2023-08-24,240823034,Liquid,Rose Garden,0.25L,Cash,,,,,3.0000000000000004,5.7,,
2023-08-24,240823034,Liquid,Ocean Mist,1L,Cash,,,,,1.0,4.59,,
2023-08-24,240823035,Bar,Sandalwood Spice,2x,Cash,1005201,Marcus Grundwater,Bronze,0.05,1.0,7.57,7.1915,3.31
2023-08-24,240823036,Bar,Fresh Rain,4x,Cash,,,,,3.0,12.84,,
2023-08-24,240823036,Liquid,Lavender Fields,0.5L,Cash,,,,,2.0,9.9,,
2023-08-24,240823037,Bar,Fresh Rain,4x,Cash,1001535,Elayne Glamart,Bronze,0.05,1.0,4.28,4.066,0.69
2023-08-24,240823037,Bar,Rose Garden,4x,Cash,1001535,Elayne Glamart,Bronze,0.05,1.0,8.37,7.9514999999999985,2.37
2023-08-24,240823037,Bar,Sandalwood Spice,4x,Cash,1001535,Elayne Glamart,Bronze,0.05,4.0,31.96,30.362,1.0
2023-08-24,240823038,Bar,Vanilla Bean,4x,Cash,1008475,Aubine Rowthorn,Bronze,0.05,4.0,70.96,67.41199999999999,31.41
2023-08-24,240823039,Liquid,Lavender Fields,1L,Card,1009001,Vickie Gosdin,,,2.0,16.18,,
2023-08-24,240823040,Liquid,Vanilla Bean,0.5L,Card,,,,,3.0000000000000004,22.05,,
2023-08-24,240823040,Liquid,Ocean Mist,1L,Card,,,,,3.0,13.77,,
2023-08-24,240823041,Bar,Vanilla Bean,1x,Card,1008610,Rafaela Hevey,Silver,0.1,2.0,7.28,6.5520000000000005,1.55
2023-08-24,240823041,Liquid,Cedarwood Forest,1L,Card,1008610,Rafaela Hevey,Silver,0.1,3.0000000000000004,20.28,18.252000000000002,2.47
2023-08-24,240823042,Bar,Vanilla Bean,1x,Cash,1001765,Orion Bengtsson,Gold,0.15,4.0,14.56,12.376,2.38
2023-08-24,240823042,Bar,Ocean Mist,4x,Cash,1001765,Orion Bengtsson,Gold,0.15,1.0,4.65,3.9525,1.57
2023-08-24,240823043,Bar,Cedarwood Forest,1x,Cash,1009494,Michelle Kobiera,Silver,0.1,3.0,6.54,5.886,2.56
2023-08-24,240823043,Liquid,Fresh Rain,0.5L,Cash,1009494,Michelle Kobiera,Silver,0.1,3.0,6.75,6.075,-0.65
2023-08-24,240823043,Liquid,Sandalwood Spice,0.5L,Cash,1009494,Michelle Kobiera,Silver,0.1,1.0,9.56,8.604000000000001,3.73
2023-08-24,240823044,Bar,Coconut Dream,2x,Card,1001234,Anjanette Grunwald,Silver,0.1,2.0,8.64,7.776000000000001,2.3
2023-08-24,240823044,Liquid,Fresh Rain,0.5L,Card,1001234,Anjanette Grunwald,Silver,0.1,3.0,6.75,6.075,-0.65
2023-08-24,240823044,Liquid,Coconut Dream,0.5L,Card,1001234,Anjanette Grunwald,Silver,0.1,3.0,12.36,11.124,0.8
2023-08-24,240823045,Bar,Citrus Breeze,4x,Cash,,,,,4.0,16.24,,
2023-08-24,240823045,Bar,Vanilla Bean,4x,Cash,,,,,5.000000000000001,88.7,,
2023-08-24,240823046,Bar,Coconut Dream,4x,Cash,,,,,1.0,9.63,,
2023-08-24,240823046,Liquid,Rose Garden,1L,Cash,,,,,1.0,11.85,,
2023-08-24,240823047,Liquid,Citrus Breeze,0.5L,Card,1006285,Myrtle Brabben,Bronze,0.05,1.0,2.48,2.356,0.57
2023-08-24,240823048,Bar,Sandalwood Spice,2x,Cash,1002118,Norton Sterricker,Silver,0.1,5.0,37.85,34.065000000000005,14.67
2023-08-24,240823048,Liquid,Vanilla Bean,0.5L,Cash,1002118,Norton Sterricker,Silver,0.1,2.0,14.7,13.23,1.29
2023-08-24,240823049,Bar,Vanilla Bean,2x,Card,1005274,Heywood Penk,Silver,0.1,4.0,27.44,24.696,5.7
2023-08-24,240823049,Liquid,Eucalyptus Mint,0.5L,Card,1005274,Heywood Penk,Silver,0.1,4.0,35.52,31.968000000000004,13.93
2023-08-24,240823050,Bar,Citrus Breeze,2x,Card,1006051,Elly Flatte,Silver,0.1,3.0,6.06,5.454,1.19
2023-08-24,240823050,Bar,Cedarwood Forest,2x,Card,1006051,Elly Flatte,Silver,0.1,3.0000000000000004,9.15,8.235000000000001,1.91
2023-08-24,240823051,Bar,Eucalyptus Mint,2x,Cash,1006776,Phil Tungate,Gold,0.15,4.999999999999999,31.15,26.4775,8.53
2023-08-24,240823051,Liquid,Ocean Mist,0.25L,Cash,1006776,Phil Tungate,Gold,0.15,5.0,7.75,6.5874999999999995,2.64
2023-08-24,240823052,Liquid,Cedarwood Forest,0.5L,Card,,,,,1.0,4.39,,
2023-08-24,240823053,Bar,Rose Garden,2x,Cash,1008883,Norri Nowaczyk,,,4.0,12.68,,
2023-08-25,250823001,Bar,Lavender Fields,1x,Cash,,,,,1.0,1.77,,
2023-08-25,250823002,Liquid,Sandalwood Spice,0.25L,Cash,1009139,Neron Pobjoy,Silver,0.1,5.0,21.25,19.125,6.88
2023-08-25,250823002,Liquid,Fresh Rain,1L,Cash,1009139,Neron Pobjoy,Silver,0.1,2.0,16.3,14.670000000000002,5.75
2023-08-25,250823003,Bar,Rose Garden,2x,Card,,,,,5.0,15.85,,
2023-08-25,250823003,Bar,Coconut Dream,2x,Card,,,,,5.0,21.6,,
2023-08-25,250823004,Bar,Coconut Dream,4x,Cash,1007560,Cody Crowdson,Bronze,0.05,1.0,9.63,9.1485,3.97
2023-08-25,250823004,Liquid,Coconut Dream,0.25L,Cash,1007560,Cody Crowdson,Bronze,0.05,3.0,7.14,6.7829999999999995,1.59
2023-08-25,250823004,Liquid,Eucalyptus Mint,1L,Cash,1007560,Cody Crowdson,Bronze,0.05,2.0,26.54,25.212999999999997,7.29
2023-08-25,250823005,Bar,Lavender Fields,4x,Cash,,,,,3.0000000000000004,15.3,,
2023-08-25,250823005,Bar,Ocean Mist,4x,Cash,,,,,2.9999999999999996,13.95,,
2023-08-25,250823005,Bar,Sandalwood Spice,4x,Cash,,,,,2.0,15.98,,
2023-08-25,250823006,Bar,Coconut Dream,1x,Card,,,,,4.0,10.96,,
2023-08-25,250823006,Bar,Coconut Dream,1x,Card,,,,,2.0,5.48,,
2023-08-25,250823006,Liquid,Coconut Dream,0.25L,Card,,,,,1.0,2.38,,
2023-08-25,250823007,Bar,Coconut Dream,1x,Cash,1006906,Gawen Barnsley,Silver,0.1,4.0,10.96,9.864,4.1
2023-08-25,250823007,Bar,Ocean Mist,2x,Cash,1006906,Gawen Barnsley,Silver,0.1,2.0,4.08,3.672,1.17
2023-08-25,250823008,Liquid,Eucalyptus Mint,0.25L,Cash,1002984,Raquel Rickert,Bronze,,2.0,9.0,,
2023-08-25,250823009,Liquid,Coconut Dream,0.25L,Card,1009212,Cross Flea,Bronze,0.05,4.0,9.52,9.043999999999999,2.12
2023-08-25,250823010,Bar,Citrus Breeze,1x,Cash,1007998,Myrtice Coltman,Gold,0.15,3.0,2.43,2.0655,-0.18
2023-08-25,250823011,Bar,Cedarwood Forest,2x,Cash,1009215,Antonia Brafferton,Bronze,0.05,4.0,12.2,11.589999999999998,3.15
2023-08-25,250823012,Bar,Ocean Mist,2x,Card,1005678,Kimmi Bromet,Bronze,0.05,1.0,2.04,1.938,0.69
2023-08-25,250823012,Liquid,Citrus Breeze,1L,Card,1005678,Kimmi Bromet,Bronze,0.05,1.0,5.92,5.624,2.07
2023-08-25,250823013,Liquid,Ocean Mist,0.25L,Card,1006427,Guthry Lenormand,Bronze,0.05,4.0,6.2,5.89,2.73
2023-08-25,250823014,Bar,Vanilla Bean,1x,Card,1003846,Gualterio Kisbee,Gold,0.15,2.0,7.28,6.188,1.19
2023-08-25,250823014,Bar,Vanilla Bean,1x,Card,1003846,Gualterio Kisbee,Gold,0.15,4.0,14.56,12.376,2.38
2023-08-25,250823015,Bar,Eucalyptus Mint,2x,Card,1002953,Amaleta Chippindall,Bronze,0.05,3.0,18.69,17.7555,6.99
2023-08-25,250823015,Bar,Vanilla Bean,2x,Card,1002953,Amaleta Chippindall,Bronze,0.05,4.0,27.44,26.068,7.07
2023-08-25,250823015,Bar,Coconut Dream,2x,Card,1002953,Amaleta Chippindall,Bronze,0.05,5.0,21.6,20.52,6.82
2023-08-25,250823016,Bar,Lavender Fields,2x,Card,1002850,Marijn Sargerson,Bronze,0.05,2.0,4.82,4.579,-0.18
2023-08-25,250823016,Liquid,Lavender Fields,0.5L,Card,1002850,Marijn Sargerson,Bronze,0.05,1.0,4.95,4.7025,1.71
2023-08-25,250823016,Liquid,Ocean Mist,1L,Card,1002850,Marijn Sargerson,Bronze,0.05,5.0,22.95,21.8025,6.15
2023-08-25,250823017,Bar,Rose Garden,1x,Card,1006708,Nickolas Youles,Silver,0.1,4.0,9.8,8.82,2.62
2023-08-25,250823018,Bar,Citrus Breeze,4x,Card,,,,,4.0,16.24,,
2023-08-25,250823018,Bar,Rose Garden,4x,Card,,,,,5.000000000000001,41.85,,
2023-08-25,250823018,Bar,Coconut Dream,4x,Card,,,,,4.999999999999999,48.15,,
2023-08-25,250823019,Liquid,Rose Garden,0.25L,Cash,1001199,Monah Ecclestone,Silver,0.1,3.0000000000000004,5.7,5.13,-0.45
2023-08-25,250823019,Liquid,Lavender Fields,1L,Cash,1001199,Monah Ecclestone,Silver,0.1,1.0,8.09,7.281,1.35
2023-08-25,250823020,Bar,Coconut Dream,4x,Card,,,,,4.0,38.52,,
2023-08-25,250823020,Liquid,Eucalyptus Mint,0.25L,Card,,,,,1.0,4.5,,
2023-08-25,250823020,Liquid,Lavender Fields,1L,Card,,,,,1.0,8.09,,
2023-08-25,250823021,Liquid,Cedarwood Forest,0.5L,Card,,,,,5.0,21.95,,
2023-08-25,250823022,Bar,Lavender Fields,1x,Cash,1002163,Derron Cicerone,,,5.0,8.85,,
2023-08-25,250823023,Bar,Sandalwood Spice,1x,Cash,1002090,Dierdre Coger,Bronze,0.05,2.0,7.5,7.125,3.05
2023-08-25,250823023,Bar,Eucalyptus Mint,4x,Cash,1002090,Dierdre Coger,Bronze,0.05,4.0,33.2,31.540000000000003,4.34
2023-08-25,250823023,Bar,Cedarwood Forest,4x,Cash,1002090,Dierdre Coger,Bronze,0.05,3.0,15.9,15.105,3.11
2023-08-25,250823024,Bar,Lavender Fields,2x,Card,1004252,Thorny Swanbourne,Silver,0.1,5.0,12.05,10.845,-1.05
2023-08-25,250823024,Liquid,Coconut Dream,0.25L,Card,1004252,Thorny Swanbourne,Silver,0.1,2.0,4.76,4.284,0.82
2023-08-25,250823025,Liquid,Ocean Mist,1L,Card,1007248,Philomena Ivanishchev,Gold,0.15,5.0,22.95,19.5075,3.86
2023-08-25,250823025,Liquid,Coconut Dream,1L,Card,1007248,Philomena Ivanishchev,Gold,0.15,2.0,15.0,12.75,-0.91
2023-08-25,250823026,Bar,Eucalyptus Mint,1x,Card,,,,,4.999999999999999,17.45,,
2023-08-25,250823026,Bar,Fresh Rain,2x,Card,,,,,1.0,1.89,,
2023-08-25,250823026,Liquid,Coconut Dream,0.5L,Card,,,,,1.0,4.12,,
2023-08-25,250823027,Bar,Lavender Fields,4x,Card,1001095,Griffin Lanbertoni,,,3.0000000000000004,15.3,,
2023-08-25,250823027,Liquid,Sandalwood Spice,0.25L,Card,1001095,Griffin Lanbertoni,,,1.0,4.25,,
2023-08-25,250823028,Liquid,Vanilla Bean,0.25L,Cash,1005696,Midge Maunton,,,1.0,4.61,,
2023-08-25,250823028,Liquid,Cedarwood Forest,0.5L,Cash,1005696,Midge Maunton,,,1.0,4.39,,
2023-08-25,250823029,Bar,Cedarwood Forest,1x,Cash,1004217,Hew Tilston,Bronze,0.05,4.0,8.72,8.284,3.84
2023-08-25,250823029,Liquid,Coconut Dream,0.5L,Cash,1004217,Hew Tilston,Bronze,0.05,2.0,8.24,7.827999999999999,0.95
2023-08-25,250823030,Bar,Ocean Mist,4x,Cash,1001657,Horst Nicklinson,Bronze,0.05,5.0,23.25,22.0875,10.19
2023-08-25,250823030,Liquid,Lavender Fields,0.25L,Cash,1001657,Horst Nicklinson,Bronze,0.05,1.0,2.3,2.1849999999999996,0.68
2023-08-25,250823031,Bar,Eucalyptus Mint,2x,Cash,1004474,Fabio Jaimez,Silver,0.1,2.0,12.46,11.214,4.03
2023-08-25,250823031,Liquid,Cedarwood Forest,1L,Cash,1004474,Fabio Jaimez,Silver,0.1,4.0,27.04,24.336,3.3
2023-08-25,250823032,Bar,Ocean Mist,1x,Cash,,,,,1.0,1.2,,
2023-08-25,250823032,Bar,Ocean Mist,1x,Cash,,,,,3.0,3.6,,
2023-08-25,250823033,Liquid,Eucalyptus Mint,0.25L,Card,1008265,Nada Mcsporon,Silver,0.1,4.0,18.0,16.2,7.12
2023-08-25,250823033,Liquid,Lavender Fields,1L,Card,1008265,Nada Mcsporon,Silver,0.1,4.0,32.36,29.124,5.4
2023-08-25,250823034,Liquid,Rose Garden,0.5L,Cash,1000286,Elle Bittlestone,Gold,0.15,5.0,35.25,29.9625,11.46
2023-08-25,250823034,Liquid,Vanilla Bean,1L,Cash,1000286,Elle Bittlestone,Gold,0.15,4.0,50.0,42.5,-4.9
2023-08-25,250823035,Bar,Coconut Dream,1x,Cash,1009037,Tonie Meiklem,Bronze,0.05,3.0,8.22,7.809,3.49
2023-08-25,250823036,Liquid,Sandalwood Spice,0.25L,Card,,,,,2.0,8.5,,
2023-08-25,250823036,Liquid,Lavender Fields,1L,Card,,,,,2.0,16.18,,
2023-08-25,250823037,Bar,Ocean Mist,2x,Cash,1004531,Madelene Gillivrie,Bronze,0.05,3.0,6.12,5.814,2.06
2023-08-25,250823037,Liquid,Coconut Dream,0.25L,Cash,1004531,Madelene Gillivrie,Bronze,0.05,2.0,4.76,4.521999999999999,1.06
2023-08-25,250823038,Bar,Coconut Dream,4x,Card,,,,,1.0,9.63,,
2023-08-25,250823038,Liquid,Vanilla Bean,0.25L,Card,,,,,4.0,18.44,,
2023-08-25,250823038,Liquid,Citrus Breeze,1L,Card,,,,,3.0000000000000004,17.76,,
2023-08-25,250823039,Bar,Fresh Rain,1x,Cash,1009323,Ramonda Stickells,,,2.0,3.22,,
2023-08-25,250823039,Liquid,Eucalyptus Mint,1L,Cash,1009323,Ramonda Stickells,,,4.0,53.08,,
2023-08-25,250823039,Liquid,Cedarwood Forest,1L,Cash,1009323,Ramonda Stickells,,,2.0,13.52,,
2023-08-25,250823040,Liquid,Rose Garden,0.25L,Card,1005866,Arnaldo Bauer,Silver,0.1,3.0000000000000004,5.7,5.13,-0.45
2023-08-25,250823040,Liquid,Eucalyptus Mint,1L,Card,1005866,Arnaldo Bauer,Silver,0.1,4.0,53.08,47.772,11.93
2023-08-25,250823041,Liquid,Coconut Dream,0.25L,Card,,,,,5.0,11.9,,
2023-08-25,250823042,Bar,Coconut Dream,4x,Card,,,,,4.999999999999999,48.15,,
2023-08-25,250823042,Liquid,Citrus Breeze,0.25L,Card,,,,,3.0,4.38,,
2023-08-25,250823043,Bar,Lavender Fields,1x,Cash,,,,,2.0,3.54,,
2023-08-25,250823044,Bar,Coconut Dream,2x,Cash,,,,,1.0,4.32,,
2023-08-25,250823044,Liquid,Lavender Fields,0.25L,Cash,,,,,3.0000000000000004,6.9,,
2023-08-25,250823045,Bar,Lavender Fields,1x,Card,1001788,Annmarie Sidaway,Silver,0.1,4.0,7.08,6.372,1.37
2023-08-25,250823045,Bar,Sandalwood Spice,2x,Card,1001788,Annmarie Sidaway,Silver,0.1,4.0,30.28,27.252000000000002,11.73
2023-08-25,250823045,Bar,Vanilla Bean,4x,Card,1001788,Annmarie Sidaway,Silver,0.1,1.0,17.74,15.966,6.97
2023-08-25,250823046,Bar,Rose Garden,2x,Card,,,,,4.0,12.68,,
2023-08-25,250823046,Liquid,Sandalwood Spice,0.5L,Card,,,,,3.0,28.68,,
2023-08-25,250823047,Bar,Sandalwood Spice,2x,Cash,,,,,3.0,22.71,,
2023-08-25,250823048,Bar,Citrus Breeze,4x,Cash,1002736,Maximilian Flacke,Bronze,0.05,5.000000000000001,20.3,19.285,5.78
2023-08-25,250823049,Bar,Eucalyptus Mint,2x,Card,1005946,Dannie Banton,Bronze,0.05,2.0,12.46,11.837,4.66
2023-08-25,250823049,Liquid,Sandalwood Spice,1L,Card,1005946,Dannie Banton,Bronze,0.05,3.0,39.57,37.591499999999996,8.58
2023-08-25,250823050,Bar,Ocean Mist,2x,Cash,1002229,Urbano Jeffryes,Bronze,0.05,3.0,6.12,5.814,2.06
2023-08-25,250823051,Bar,Lavender Fields,4x,Cash,,,,,4.0,20.4,,
2023-08-25,250823052,Bar,Cedarwood Forest,2x,Cash,1009229,Guinevere Macaskie,Silver,0.1,3.0000000000000004,9.15,8.235000000000001,1.91
2023-08-25,250823052,Liquid,Eucalyptus Mint,0.5L,Cash,1009229,Guinevere Macaskie,Silver,0.1,3.0,26.64,23.976000000000003,10.45
2023-08-25,250823052,Liquid,Vanilla Bean,1L,Cash,1009229,Guinevere Macaskie,Silver,0.1,2.0,25.0,22.5,-1.2
2023-08-25,250823053,Bar,Coconut Dream,1x,Cash,,,,,3.0,8.22,,
