Student ID,Full Name,Date of Birth,Region,English,Maths,Science,Grade Score,School Name,School ID
16958,CARON GERAM,2007-08-24,WEST,F,A,C,80,Riverbank School,6
16959,BERTI HUCKER,2007-11-08,WEST,C,B,B,110,Riverbank School,6
16960,KATHI DUNSTON,2006-10-09,WEST,B,B,A,130,Riverbank School,6
16961,DAREN JANDAK,2007-02-04,WEST,C,A,B,120,Riverbank School,6
16962,ILKA BRENDEKE,2007-06-06,WEST,A,C,B,120,Riverbank School,6
16963,LYMAN HUSKINSON,2007-02-21,WEST,C,F,D,50,Riverbank School,6
16964,JULI NUSCHA,2006-10-30,WEST,C,B,B,110,Riverbank School,6
16965,MELODY COSTANZA,2007-08-23,WEST,C,B,B,110,Riverbank School,6
16966,HAYWARD BORRINGTON,2006-10-22,WEST,B,C,B,110,Riverbank School,6
16967,JANELLA BOUSKILL,2006-10-12,WEST,C,C,C,90,Riverbank School,6
16968,COLETTA COULLING,2006-12-27,WEST,C,C,C,90,Riverbank School,6
16969,ALICEA LEAVESLEY,2007-01-29,WEST,B,C,D,90,Riverbank School,6
16970,PETRONELLA BRECKEN,2007-04-20,WEST,A,C,B,120,Riverbank School,6
16971,DAUNE SOMERSCALES,2007-05-29,WEST,C,B,A,120,Riverbank School,6
16972,CORDIE ARGRAVE,2007-05-18,WEST,A,E,C,90,Riverbank School,6
16973,DEWAIN CASTELLS,2007-07-19,WEST,B,C,B,110,Riverbank School,6
16974,DALLON DEPORTE,2007-06-08,WEST,C,A,B,120,Riverbank School,6
16975,MILLICENT PURCHON,2007-02-16,WEST,C,D,E,60,Riverbank School,6
16976,ARDYCE SHEARMAN,2006-10-10,WEST,C,B,C,100,Riverbank School,6
16977,MAXIMILIEN LADSON,2007-04-13,WEST,C,B,D,90,Riverbank School,6
16978,CHARLOT EGEL,2007-01-02,WEST,D,A,C,100,Riverbank School,6
16979,MIMI MACGEE,2007-04-07,WEST,C,C,B,100,Riverbank School,6
16980,MORISSA QUAINTANCE,2006-06-11,WEST,A,C,B,120,Riverbank School,6
16981,TONY BODDIE,2006-12-19,WEST,C,A,A,130,Riverbank School,6
16982,DARBY DEVEROSE,2007-03-29,WEST,B,A,B,130,Riverbank School,6
16983,CHERICE DANNOHL,2007-07-01,WEST,C,C,B,100,Riverbank School,6
16984,VALLY LYSAGHT,2007-08-02,WEST,B,B,E,90,Riverbank School,6
16985,HAMMAD GROWDEN,2006-11-14,WEST,C,A,B,120,Riverbank School,6
16986,PAXTON SPAWFORTH,2007-07-06,WEST,C,C,D,80,Riverbank School,6
16987,CATHEE GUILLOND,2006-12-11,WEST,C,B,B,110,Riverbank School,6
16988,ULRICH EDMONDSON,2006-06-10,WEST,C,B,B,110,Riverbank School,6
16989,DELL SCRANEY,2007-07-15,WEST,C,B,C,100,Riverbank School,6
16990,LILLA HAGYARD,2006-05-09,WEST,B,D,C,90,Riverbank School,6
16991,CECILIA LANTIFFE,2007-02-13,WEST,B,A,D,110,Riverbank School,6
16992,ANNABELLE WICKERSON,2007-08-13,WEST,C,B,C,100,Riverbank School,6
16993,SHAUNA PAVITT,2007-07-08,WEST,B,B,B,120,Riverbank School,6
16994,LAURETTE DURRETT,2007-01-28,WEST,D,C,B,90,Riverbank School,6
16995,AERIELL PESCHMANN,2006-12-24,WEST,C,B,C,100,Riverbank School,6
16996,CHICKIE O'CULLEN,2006-07-12,WEST,A,C,B,120,Riverbank School,6
16997,ELMORE WERNHAM,2006-06-09,WEST,C,A,B,120,Riverbank School,6
16998,VANYA SECKER,2007-01-13,WEST,A,B,C,120,Riverbank School,6
16999,JAMAL SILLEY,2006-10-15,WEST,C,D,C,80,Riverbank School,6
17000,GABRILA STOLLSTEIMER,2007-02-01,EAST,B,B,B,120,Vista Academy,7
17001,GAY MCKUE,2007-03-01,EAST,F,C,F,30,Vista Academy,7
17002,AUDRIE DEATON,2006-12-12,EAST,B,C,B,110,Vista Academy,7
17003,ADRIENA LUSH,2007-05-26,EAST,B,B,C,110,Vista Academy,7
17004,GILLIGAN DE CRISTOFORO,2007-05-22,EAST,B,B,B,120,Vista Academy,7
17005,MARYA FARREN,2006-11-25,EAST,C,A,B,120,Vista Academy,7
17006,FANCHON LEGGES,2007-03-18,EAST,C,D,C,80,Vista Academy,7
17007,XIMENES CAIGER,2007-06-15,EAST,C,C,A,110,Vista Academy,7
17008,NEILLE ASTLE,2007-02-09,EAST,B,C,C,100,Vista Academy,7
17009,GWYN TUNNOCH,2006-11-08,EAST,C,C,B,100,Vista Academy,7
17010,STANLEIGH GULLAND,2007-08-07,EAST,B,D,C,90,Vista Academy,7
17011,DENNY DENYUKHIN,2006-10-16,EAST,A,C,D,100,Vista Academy,7
17012,KATHERYN MARMION,2007-07-27,EAST,B,C,B,110,Vista Academy,7
17013,SHARA IVAIN,2007-08-06,EAST,A,D,B,110,Vista Academy,7
17014,DENISE DANOVICH,2006-09-15,EAST,B,C,A,120,Vista Academy,7
17015,DRU BREETON,2007-07-30,EAST,C,B,C,100,Vista Academy,7
17016,JUDIE POTTER,2007-06-30,EAST,C,B,D,90,Vista Academy,7
17017,ROSLYN CLOPTON,2007-03-15,EAST,B,B,B,120,Vista Academy,7
17018,GREGOOR TODERINI,2006-11-17,EAST,A,B,C,120,Vista Academy,7
17019,ELSINORE BRACEY,2007-06-22,EAST,D,D,D,60,Vista Academy,7
17020,DOROTEA CRUM,2007-04-01,EAST,E,B,D,70,Vista Academy,7
17021,TRACEY JAGGERS,2007-06-24,EAST,B,D,C,90,Vista Academy,7
17022,KIMBERLI ZORZIN,2007-06-15,EAST,A,C,C,110,Vista Academy,7
17023,LINNEA BLENKINSOP,2007-04-09,EAST,B,C,F,70,Vista Academy,7
17024,HARMONIA GEORGIEV,2007-07-21,EAST,C,B,B,110,Vista Academy,7
17025,KYLIE ROOKES,2007-07-31,EAST,C,B,B,110,Vista Academy,7
17026,HERBERT GAVRIELLY,2006-09-07,EAST,A,A,D,120,Vista Academy,7
17027,CORIE BREAWOOD,2007-07-01,EAST,B,A,D,110,Vista Academy,7
17028,KARISA SKIRVING,2007-03-02,EAST,C,C,A,110,Vista Academy,7
17029,SERGENT PITTENDREIGH,2007-08-19,EAST,C,E,A,90,Vista Academy,7
17030,ELLWOOD SHIPCOTT,2007-01-03,EAST,C,B,A,120,Vista Academy,7
17031,DUD GOHIER,2007-06-07,EAST,C,B,D,90,Vista Academy,7
17032,RODRIQUE BUTTERFINT,2006-12-12,EAST,C,B,B,110,Vista Academy,7
17033,GEORGETTE TYTLER,2006-11-17,EAST,B,A,C,120,Vista Academy,7
17034,FAWNIA DARLINGTON,2007-06-16,EAST,C,A,C,110,Vista Academy,7
17035,SALOMO DROHANE,2007-05-19,EAST,E,B,D,70,Vista Academy,7
17036,DERBY ROBARDEY,2006-11-21,EAST,B,C,C,100,Vista Academy,7
17037,SIGISMOND D'CRUZE,2007-05-06,EAST,C,B,D,90,Vista Academy,7
17038,JILL TOMSETT,2006-09-25,EAST,C,C,B,100,Vista Academy,7
17039,OLLIE RAMME,2006-09-10,EAST,C,E,A,90,Vista Academy,7
17040,WAKEFIELD INCE,2007-07-05,EAST,A,E,C,90,Vista Academy,7
17041,FRAYDA CLUBLEY,2006-10-16,EAST,E,A,C,90,Vista Academy,7
17042,BUNNY GOBAT,2007-05-10,EAST,A,A,E,110,Vista Academy,7
17043,JADE ANGRAVE,2007-06-26,EAST,B,C,B,110,Vista Academy,7
17044,ARIE POWDER,2007-03-28,EAST,A,B,C,120,Vista Academy,7
17045,MINNI PRIDDY,2006-10-18,EAST,B,D,D,80,Vista Academy,7
17046,KEARY ARDLING,2007-07-17,EAST,B,C,B,110,Vista Academy,7
17047,GRAN DEVEREUX,2007-04-02,EAST,D,A,C,100,Vista Academy,7
17048,HILARY CHASTNEY,2006-11-02,EAST,D,A,C,100,Vista Academy,7
17049,CORI TROTMAN,2007-07-08,EAST,C,A,B,120,Vista Academy,7
17050,LETICIA HURLING,2007-02-02,EAST,C,A,C,110,Vista Academy,7
17051,ABIGALE WIDDOWES,2007-04-03,EAST,C,B,D,90,Vista Academy,7
17052,GRAZIA DREGHORN,2006-09-12,EAST,C,C,D,80,Vista Academy,7
17053,LOU FACEY,2006-09-02,EAST,C,C,B,100,Vista Academy,7
17054,MARLO WASZKIEWICZ,2006-11-23,EAST,C,C,A,110,Vista Academy,7
17055,RICKIE MARRIAN,2006-11-26,EAST,B,B,C,110,Vista Academy,7
17056,HARMONIE HENDRIKSE,2006-12-01,EAST,E,C,B,80,Vista Academy,7
17057,JEANA BOLDUC,2007-01-24,EAST,B,C,D,90,Vista Academy,7
17058,NOE DARGUE,2007-08-14,EAST,B,B,C,110,Vista Academy,7
17059,YANCE SIVEWRIGHT,2007-06-21,EAST,B,A,C,120,Vista Academy,7
17060,DURAND MATTHIESON,2007-04-23,EAST,F,B,D,60,Vista Academy,7
17061,JANAYA SPILLMAN,2007-01-21,EAST,A,A,F,100,Vista Academy,7
17062,URSULINE VEAL,2006-10-17,EAST,A,B,D,110,Vista Academy,7
17063,ELLYNN PEIDRO,2006-10-10,EAST,C,C,A,110,Vista Academy,7
17064,ISSY IDNEY,2007-04-04,EAST,C,B,A,120,Vista Academy,7
17065,HORATIA SIMONCELLO,2007-05-18,EAST,C,A,C,110,Vista Academy,7
17066,TUCKIE MATITIAHO,2007-04-19,EAST,C,C,D,80,Vista Academy,7
17067,LOWRANCE FELLS,2006-12-24,EAST,A,C,C,110,Vista Academy,7
17068,LUCAIS KELLOG,2006-12-09,EAST,C,B,C,100,Vista Academy,7
17069,KATHRYN PRYDDEN,2007-04-25,EAST,B,C,A,120,Vista Academy,7
17070,CLEMMY PRESSDEE,2006-11-01,EAST,B,C,D,90,Vista Academy,7
17071,TERRYE DEMETR,2006-10-14,EAST,B,E,A,100,Vista Academy,7
17072,EUDORA HAILES,2006-11-08,EAST,E,B,D,70,Vista Academy,7
17073,DOLORES DREI,2006-11-03,EAST,B,B,A,130,Vista Academy,7
17074,GIACOPO KITCHIN,2007-01-27,EAST,A,D,B,110,Vista Academy,7
17075,EGOR FLATT,2006-12-16,EAST,C,B,B,110,Vista Academy,7
17076,KENNY CAPPLEMAN,2006-12-28,EAST,A,B,A,140,Vista Academy,7
17077,MURIAL SETTERINGTON,2007-04-24,EAST,A,B,C,120,Vista Academy,7
17078,EMLYNNE KERNELL,2006-09-08,EAST,A,B,B,130,Vista Academy,7
17079,CAL PALMER,2007-01-07,EAST,A,D,B,110,Vista Academy,7
17080,NANI MACDEARMONT,2007-02-11,EAST,B,C,B,110,Vista Academy,7
17081,ANNA RUSBRIDGE,2007-02-08,EAST,F,A,C,80,Vista Academy,7
17082,CHERRY CICCO,2006-11-18,EAST,C,C,C,90,Vista Academy,7
17083,IKEY HAGART,2007-05-28,EAST,C,A,C,110,Vista Academy,7
17084,CARLEY STANSFIELD,2007-01-05,EAST,C,B,C,100,Vista Academy,7
17085,LULA KLESEL,2007-05-31,EAST,C,C,A,110,Vista Academy,7
17086,ROSELIA CASSLEY,2007-07-04,EAST,B,C,A,120,Vista Academy,7
17087,ADDISON BARNET,2006-10-26,EAST,D,B,D,80,Vista Academy,7
17088,CAITLIN PIMBLOTTE,2007-02-12,EAST,B,C,B,110,Vista Academy,7
17089,SHELTON TERRIS,2006-09-06,EAST,B,F,B,80,Vista Academy,7
17090,ELSY ROYCROFT,2007-02-08,EAST,C,B,B,110,Vista Academy,7
17091,LUCY YURYSHEV,2006-12-17,EAST,B,A,F,90,Vista Academy,7
17092,BETHANY TURVEY,2006-11-12,EAST,D,C,B,90,Vista Academy,7
17093,ARLENE RACHUIG,2007-07-19,EAST,B,C,A,120,Vista Academy,7
17094,WINIFIELD RACHUIG,2007-08-12,EAST,A,B,B,130,Vista Academy,7
17095,HOMER BEDISS,2006-09-06,EAST,B,C,C,100,Vista Academy,7
17096,ROB BUSCH,2006-11-18,EAST,B,C,B,110,Vista Academy,7
17097,MINNE MACCLENAN,2007-05-27,EAST,C,C,C,90,Vista Academy,7
17098,ABDEL SAMBELLS,2006-10-21,EAST,C,B,B,110,Vista Academy,7
17099,LISLE MILESOP,2007-02-17,EAST,B,B,B,120,Vista Academy,7
17100,DARIUS REDAN,2006-10-10,EAST,C,C,C,90,Vista Academy,7
17101,CHRISSY NUTBROWN,2006-11-21,EAST,C,B,E,80,Vista Academy,7
17102,FEE SIEMANTEL,2007-06-26,EAST,A,B,C,120,Vista Academy,7
17103,ALFI SCUTT,2007-08-27,EAST,B,A,C,120,Vista Academy,7
17104,TORRIE IDDY,2007-05-07,EAST,C,C,D,80,Vista Academy,7
17105,ELSBETH KINDER,2006-12-03,EAST,C,A,A,130,Vista Academy,7
17106,CORRY MENCO,2006-09-09,EAST,C,B,C,100,Vista Academy,7
17107,ROSELINE MACALINDEN,2007-05-18,EAST,C,B,B,110,Vista Academy,7
17108,ODILLE PALFREEMAN,2006-09-21,EAST,B,B,C,110,Vista Academy,7
17109,SONYA GRZELEWSKI,2006-10-21,EAST,D,C,C,80,Vista Academy,7
17110,AILEY HAMPSON,2007-05-21,EAST,A,C,B,120,Vista Academy,7
17111,BEVAN HEYNEN,2006-09-20,EAST,A,A,D,120,Vista Academy,7
17112,REINA MOLLNAR,2007-08-24,EAST,B,B,D,100,Vista Academy,7
17113,LISETTA VENNEY,2006-10-20,EAST,C,A,B,120,Vista Academy,7
17114,NEILA KESTEVEN,2006-12-06,EAST,B,A,C,120,Vista Academy,7
17115,MAURE KINNAIRD,2007-06-08,EAST,C,A,C,110,Vista Academy,7
17116,STEPHANUS MASEDON,2007-06-28,EAST,C,C,C,90,Vista Academy,7
17117,GAYLENE WOODWARD,2007-08-03,EAST,B,C,B,110,Vista Academy,7
17118,KERK NETHERWOOD,2007-02-15,EAST,B,A,D,110,Vista Academy,7
17119,RENATE SANDOM,2007-01-13,EAST,A,C,C,110,Vista Academy,7
17120,MEADE DAILEY,2006-11-10,EAST,C,C,E,70,Vista Academy,7
17121,MORRIE BOLLEN,2007-08-18,EAST,C,B,D,90,Vista Academy,7
17122,HERMIE LOVETT,2007-01-26,EAST,B,D,A,110,Vista Academy,7
17123,GAYLA DANKO,2007-06-26,EAST,A,B,B,130,Vista Academy,7
17124,STARR FARNY,2006-11-16,EAST,B,B,D,100,Vista Academy,7
17125,LAVINIE REES,2007-06-12,EAST,C,B,A,120,Vista Academy,7
17126,IRENA RAYNES,2006-09-29,EAST,B,B,B,120,Vista Academy,7
17127,CATHLENE BIGLAND,2006-12-04,EAST,A,C,A,130,Vista Academy,7
17128,RAHAL UMAN,2007-01-18,EAST,B,D,A,110,Vista Academy,7
17129,WINI CLEAVELAND,2007-06-16,EAST,C,C,B,100,Vista Academy,7
17130,ADRIANO CALDECOURT,2007-02-17,EAST,A,C,C,110,Vista Academy,7
17131,GAR ATWOOD,2006-11-12,EAST,B,C,A,120,Vista Academy,7
17132,THEDRICK ALEXANDERSSON,2007-08-10,EAST,B,C,D,90,Vista Academy,7
17133,ERINN BLANKAU,2007-07-28,EAST,B,D,C,90,Vista Academy,7
17134,ABIGALE NIESE,2007-05-10,EAST,B,C,B,110,Vista Academy,7
17135,STORMY PHILP,2006-11-13,EAST,A,C,B,120,Vista Academy,7
17136,BABB WESTALL,2006-10-12,EAST,B,C,C,100,Vista Academy,7
17137,RIOBARD WINSBORROW,2006-10-27,EAST,A,A,B,140,Vista Academy,7
17138,RICKIE GATES,2007-03-30,EAST,B,B,B,120,Vista Academy,7
17139,JOCELYN BEENTJES,2006-09-27,EAST,B,B,B,120,Vista Academy,7
17140,LARA MACKOWLE,2007-07-03,EAST,B,C,A,120,Vista Academy,7
17141,PAULIE CARDING,2006-11-21,EAST,B,B,C,110,Vista Academy,7
17142,RAFAELIA DEROCHE,2007-05-06,EAST,C,D,B,90,Vista Academy,7
17143,STEPHANI SENUSSI,2006-10-15,EAST,B,B,E,90,Vista Academy,7
17144,BRANDTR EGGINSON,2007-07-07,EAST,C,A,B,120,Vista Academy,7
17145,RODRIQUE MAZZEY,2006-12-13,EAST,C,B,C,100,Vista Academy,7
17146,MIRABEL TEATHER,2007-08-13,EAST,C,B,B,110,Vista Academy,7
17147,NOLL YUSUPOV,2007-01-23,EAST,B,C,B,110,Vista Academy,7
17148,ANABEL JOVIS,2007-03-12,EAST,A,B,A,140,Vista Academy,7
17149,ANNELIESE SANDEFORD,2007-06-24,EAST,B,B,B,120,Vista Academy,7
17150,NEILLA FIDO,2007-06-23,EAST,C,A,A,130,Vista Academy,7
17151,PRIS PUTTNAM,2007-03-25,EAST,B,D,B,100,Vista Academy,7
17152,OLYMPE BINNY,2007-05-31,EAST,C,C,E,70,Vista Academy,7
17153,CONSTANTINE REDMILE,2006-10-11,EAST,B,C,C,100,Vista Academy,7
17154,MALCOLM COLBRON,2007-08-16,EAST,A,D,A,120,Vista Academy,7
17155,GOTTFRIED WALROND,2007-07-25,EAST,C,B,B,110,Vista Academy,7
17156,BERTIE LANGER,2007-03-15,EAST,B,C,A,120,Vista Academy,7
17157,ARTHUR ONEILE,2007-08-16,EAST,B,C,B,110,Vista Academy,7
17158,OBIE METCALFE,2007-07-31,EAST,C,D,C,80,Vista Academy,7
17159,WERNHER PLEASS,2006-10-30,EAST,B,E,D,70,Vista Academy,7
17160,WHIT TESSEYMAN,2007-06-20,EAST,B,B,C,110,Vista Academy,7
17161,MIRABEL DOLLARD,2007-01-21,EAST,D,C,A,100,Vista Academy,7
17162,DEBI AMBROIS,2007-08-05,EAST,A,C,B,120,Vista Academy,7
17163,DERK GLISENAN,2007-04-11,EAST,A,C,A,130,Vista Academy,7
17164,ULRICK RUFFEY,2006-09-25,EAST,B,C,A,120,Vista Academy,7
17165,NESTA TRUSCOTT,2007-05-16,EAST,B,D,B,100,Vista Academy,7
17166,ALLISTER GHIRARDI,2006-10-27,EAST,C,C,A,110,Vista Academy,7
17167,WINNA CORONADO,2007-05-09,EAST,C,B,A,120,Vista Academy,7
17168,JAMIE HASLUCK,2007-06-14,EAST,B,F,A,90,Vista Academy,7
17169,JAREB CARLETTO,2007-01-08,EAST,B,C,B,110,Vista Academy,7
17170,CHARMIAN ROWSON,2007-07-15,EAST,D,C,B,90,Vista Academy,7
17171,MOZES CLOTHER,2007-07-13,EAST,C,B,A,120,Vista Academy,7
17172,KERRIE GLEAVES,2007-04-08,EAST,E,C,B,80,Vista Academy,7
17173,AUSTIN HAZLEHURST,2006-11-05,EAST,C,D,C,80,Vista Academy,7
17174,CINDI NORTHIN,2007-03-29,EAST,C,D,A,100,Vista Academy,7
17175,INGRAM KLIMKOWSKI,2007-03-29,EAST,C,C,C,90,Vista Academy,7
17176,HOWEY GARMONS,2007-04-22,EAST,B,E,B,90,Vista Academy,7
17177,GIFFARD GAENOR,2006-12-09,EAST,B,C,B,110,Vista Academy,7
17178,LORRIE HORSEWOOD,2007-07-26,EAST,B,B,C,110,Vista Academy,7
17179,AIGNEIS GUILLILAND,2006-09-05,EAST,B,A,D,110,Vista Academy,7
17180,BRIGID HAMPSHAW,2007-07-03,EAST,B,C,C,100,Vista Academy,7
17181,AILEEN SALLOWAYE,2007-07-22,EAST,B,B,C,110,Vista Academy,7
17182,LOUTITIA SCROGGINS,2007-03-15,EAST,B,B,C,110,Vista Academy,7
17183,EILIS MICKLEM,2007-06-26,EAST,B,F,A,90,Vista Academy,7
17184,KASSANDRA DINSELL,2007-07-13,EAST,D,B,B,100,Vista Academy,7
17185,TIPHANI BRATTON,2007-04-01,EAST,B,E,C,80,Vista Academy,7
17186,RICKARD BERNHARD,2006-10-13,EAST,B,B,C,110,Vista Academy,7
17187,PIPPY ENSTEN,2006-11-29,EAST,B,C,C,100,Vista Academy,7
17188,INDIRA MACTAVISH,2006-09-11,EAST,C,A,C,110,Vista Academy,7
17189,STELLA KEPE,2007-04-01,EAST,A,A,C,130,Vista Academy,7
17190,JONAS YURENIN,2007-05-22,EAST,C,A,E,90,Vista Academy,7
17191,CORRY LORRAINE,2007-07-01,EAST,D,A,A,120,Vista Academy,7
17192,CONSTANTA HOURIHANE,2007-08-10,EAST,B,F,A,90,Vista Academy,7
17193,QUINTON EKKEL,2006-10-25,EAST,C,B,A,120,Vista Academy,7
17194,HERSHEL WINDEATT,2006-11-07,EAST,B,F,C,70,Vista Academy,7
17195,NATALIE PRESMAN,2007-02-20,EAST,B,B,E,90,Vista Academy,7
17196,LORINDA KLEINER,2007-05-20,EAST,B,C,B,110,Vista Academy,7
17197,ELIA WRIGHTSON,2006-12-31,EAST,C,B,D,90,Vista Academy,7
17198,SEKA ARGUILE,2006-09-01,EAST,B,C,B,110,Vista Academy,7
17199,KAHLIL NEWLYN,2006-10-26,EAST,B,B,B,120,Vista Academy,7
17200,JENNINE BRADFORD,2006-12-27,EAST,C,C,B,100,Vista Academy,7
17201,YVON TWEEDE,2007-01-31,EAST,B,B,C,110,Vista Academy,7
17202,OLIVETTE ZUKERMAN,2006-11-26,EAST,C,A,C,110,Vista Academy,7
17203,KILLY EFFEMY,2007-02-09,EAST,C,A,C,110,Vista Academy,7
17204,PATTY MACNEILLEY,2006-12-31,EAST,C,B,B,110,Vista Academy,7
17205,THOMA SPINAGE,2007-06-27,EAST,D,C,E,60,Vista Academy,7
17206,MARLEE SMEDMOOR,2006-10-07,EAST,B,B,A,130,Vista Academy,7
17207,RIANE WENSLEY,2007-01-01,EAST,C,A,B,120,Vista Academy,7
17208,CHEVY MCILWRICK,2007-06-23,EAST,B,D,B,100,Vista Academy,7
17209,VELMA WARTNABY,2007-05-04,EAST,C,B,C,100,Vista Academy,7
17210,KARY BECH,2007-01-27,EAST,C,A,A,130,Vista Academy,7
17211,SANFORD RATTERY,2006-11-10,EAST,B,E,C,80,Vista Academy,7
17212,PAULIE RUBARTELLI,2006-12-03,EAST,B,C,B,110,Vista Academy,7
17213,SORCHA DUNBABIN,2007-08-19,EAST,A,B,D,110,Vista Academy,7
17214,SCARFACE MAPLETHORPE,2007-08-12,EAST,C,D,C,80,Vista Academy,7
17215,NARI ESTICK,2007-01-26,EAST,B,A,C,120,Vista Academy,7
17216,MIGUELITA BROOKESBIE,2007-05-17,EAST,C,C,C,90,Vista Academy,7
17217,LEESE EASTHOPE,2007-07-31,EAST,D,A,C,100,Vista Academy,7
17218,BECKIE GALIA,2007-08-26,EAST,C,C,E,70,Vista Academy,7
17219,MAME MANVELLE,2007-02-08,EAST,B,A,B,130,Vista Academy,7
17220,RANA COULTHURST,2007-07-12,EAST,B,C,B,110,Vista Academy,7
17221,DRUCI FAKES,2006-11-06,EAST,C,B,B,110,Vista Academy,7
17222,DAMITA BARRETT,2006-12-28,EAST,C,D,D,70,Vista Academy,7
17223,ISAC GUYE,2007-08-03,EAST,C,B,B,110,Vista Academy,7
17224,SIDONEY SHIPSTON,2007-07-07,EAST,B,B,C,110,Vista Academy,7
17225,ZERK SCHUST,2007-04-19,EAST,F,A,B,90,Vista Academy,7
17226,HANNI SAFFIN,2006-12-27,EAST,B,B,C,110,Vista Academy,7
17227,CARIN STANING,2006-12-27,EAST,B,B,C,110,Vista Academy,7
17228,FRAZIER STENNETT,2006-10-30,EAST,C,A,C,110,Vista Academy,7
17229,TOREY MORSTATT,2007-06-07,EAST,A,B,C,120,Vista Academy,7
17230,RUTTER WHYBORNE,2007-03-17,EAST,B,B,C,110,Vista Academy,7
17231,CHERYE SHERBOURNE,2006-09-27,EAST,B,C,C,100,Vista Academy,7
17232,TEENA MAFFULLI,2007-02-25,EAST,B,C,B,110,Vista Academy,7
17233,VIVYANNE PEBWORTH,2006-09-06,EAST,B,E,C,80,Vista Academy,7
17234,BRIANO DAMPER,2007-08-17,EAST,C,B,C,100,Vista Academy,7
17235,TORE MARTENSEN,2007-02-11,EAST,B,C,B,110,Vista Academy,7
17236,OSWALD KEUNTJE,2007-07-21,EAST,C,C,C,90,Vista Academy,7
17237,MARGIE BROCKHOUSE,2007-03-10,EAST,B,B,B,120,Vista Academy,7
17238,DREDDY SHURLOCK,2006-09-23,EAST,B,B,D,100,Vista Academy,7
17239,DORY O'BRADANE,2007-07-31,EAST,B,C,B,110,Vista Academy,7
17240,MARLANE HAMBRICK,2007-01-26,EAST,B,E,A,100,Vista Academy,7
17241,MIC CHECCI,2006-10-15,EAST,D,D,C,70,Vista Academy,7
17242,SAUNDER VAGG,2006-09-26,EAST,B,D,B,100,Vista Academy,7
17243,HENRIETTE WALKLEY,2006-11-08,EAST,B,C,B,110,Vista Academy,7
17244,ROBYN LANGTON,2007-08-19,EAST,A,B,C,120,Vista Academy,7
17245,LAWTON LOCKER,2007-04-27,EAST,A,B,B,130,Vista Academy,7
17246,FIELDS RAM,2007-01-19,EAST,D,A,C,100,Vista Academy,7
17247,ERHARD PATULLO,2007-07-24,EAST,D,B,B,100,Vista Academy,7
17248,CLEMENTINE BOWICH,2007-03-23,EAST,A,B,C,120,Vista Academy,7
17249,RUSTIN SIMONASSI,2007-06-19,EAST,C,A,A,130,Vista Academy,7
17250,KIPP FIRMAN,2006-09-18,EAST,A,A,D,120,Vista Academy,7
17251,DAVINA VANT,2006-09-30,EAST,A,E,C,90,Vista Academy,7
17252,RASLA EWEN,2007-06-23,EAST,C,B,B,110,Vista Academy,7
17253,CORENDA HEFFORD,2007-01-22,EAST,D,C,C,80,Vista Academy,7
17254,KIT STRATFORD,2007-05-28,EAST,B,C,D,90,Vista Academy,7
17255,BRANDER ALLWARD,2007-01-12,EAST,B,B,C,110,Vista Academy,7
17256,EVITA LASSEY,2006-11-25,EAST,C,B,B,110,Vista Academy,7
17257,EDVARD LILLEGARD,2007-03-02,EAST,A,B,C,120,Vista Academy,7
17258,CONWAY CORBALLIS,2007-08-23,EAST,C,D,C,80,Vista Academy,7
17259,JULEE MCLEMAN,2007-04-16,EAST,C,E,B,80,Vista Academy,7
17260,MARIN FOXHALL,2007-02-16,EAST,C,A,A,130,Vista Academy,7
17261,LELA LAURIDSEN,2007-02-27,EAST,B,B,B,120,Vista Academy,7
17262,BRONNIE VARTY,2006-12-27,EAST,B,C,B,110,Vista Academy,7
17263,WAYLON YESINOV,2006-12-02,EAST,C,A,C,110,Vista Academy,7
17264,NORMAN THURMAN,2006-09-24,EAST,C,C,D,80,Vista Academy,7
17265,JOANNE ADSHEAD,2007-04-11,EAST,B,B,B,120,Vista Academy,7
17266,MORGAN COTTESFORD,2007-06-26,EAST,C,C,B,100,Vista Academy,7
17267,DORTHY BADCOCK,2007-03-09,EAST,C,C,C,90,Vista Academy,7
17268,WINNY LOWNES,2007-02-04,EAST,D,B,C,90,Vista Academy,7
17269,BRAN STOLLARD,2007-07-02,EAST,B,A,C,120,Vista Academy,7
17270,CATLEE GAMMET,2006-12-29,EAST,B,C,C,100,Vista Academy,7
17271,JED PRETTYJOHNS,2007-08-12,EAST,B,C,C,100,Vista Academy,7
17272,NANCI DEBOICK,2007-05-27,EAST,C,C,B,100,Vista Academy,7
17273,MINDY DONAHER,2007-06-12,EAST,C,C,C,90,Vista Academy,7
17274,GERHARD O'GORMALLY,2007-03-23,EAST,F,B,C,70,Vista Academy,7
17275,KELLIE TOFFOLETTO,2006-09-17,EAST,B,D,A,110,Vista Academy,7
17276,MIKAELA DORRINGTON,2007-04-19,EAST,A,A,A,150,Vista Academy,7
17277,LEOLINE YURINOV,2007-01-12,EAST,C,A,E,90,Vista Academy,7
17278,DEVIN BROMBELL,2006-10-14,EAST,C,C,F,60,Vista Academy,7
17279,MINTA CHIVERTON,2006-09-10,EAST,C,A,B,120,Vista Academy,7
17280,JANAYE BAWLE,2007-06-15,EAST,A,B,B,130,Vista Academy,7
17281,MARCILLE FERNLEY,2006-12-30,EAST,B,B,C,110,Vista Academy,7
17282,ANDRA MUSSETTINI,2006-09-02,EAST,C,C,B,100,Vista Academy,7
